2400000D190H,D19,BJP,CCT,14:18,20:42,06:24
2400000D730A,D73,BJP,JLL,14:28,21:16,06:48
2400000D270N,D27,BJP,VAB,15:15,21:45,06:30
2400000D230N,D23,BJP,CCT,15:33,22:13,06:40
240000Z11701,Z117,BJP,JLL,16:55,04:35,11:40
87000K108301,K1083,YIJ,HBB,20:45,12:48,16:03
2400000Z6301,Z63,BJP,CCT,20:54,06:20,09:26
2400000Z610E,Z61,BJP,CCT,22:10,06:38,08:28
24000D460905,D4609,BJP,VAB,23:52,07:08,07:16
240000K8170F,K817,BXP,CDW,08:00,12:34,28:34
240000K1170W,K117,BXP,PRW,11:46,17:01,29:15
24000000T70T,T7,BXP,CDW,16:32,20:40,28:08
24000K13630D,K1363,BXP,CDW,22:16,04:53,30:37
240000G40100,G401,BXP,KQW,07:05,13:58,06:53
240000G50109,G501,BXP,CWQ,07:10,14:11,07:01
240000G5290A,G529,BXP,NFZ,07:33,14:48,07:15
2400000K210U,K21,BXP,GBZ,08:11,05:45,21:34
240000K9670I,K967,BJP,DIQ,08:45,05:25,20:40
240000Z14902,Z149,BXP,GIW,08:45,23:04,14:19
2400000Z530F,Z53,BXP,KMM,08:55,23:11,14:16
2400000G8100,G81,BXP,KQW,08:55,14:36,05:41
240000G42103,G421,BXP,NFZ,09:07,16:09,07:02
240000G48703,G487,BXP,NXG,10:45,16:46,06:01
240000G40300,G403,BXP,KQW,11:43,18:40,06:57
240000T14514,T145,BJP,NCG,12:32,05:07,16:35
240000G49103,G491,BXP,NXG,12:34,20:02,07:28
240000Z1610P,Z161,BXP,KMM,13:06,03:22,14:16
240000G50302,G503,BXP,CWQ,14:38,21:23,06:45
24000000T10L,T1,BJP,CSQ,15:25,07:20,15:55
240000G50502,G505,BXP,CWQ,15:40,22:32,06:52
24000000Z504,Z5,BXP,NNZ,15:51,05:53,14:02
2400000Z7709,Z77,BXP,GIW,16:15,05:59,13:44
240000Z28504,Z285,BXP,NNZ,17:50,07:41,13:51
240000K15710,K157,BXP,ZJZ,18:12,13:23,19:11
250000Z20601,Z207,TJP,CSQ,21:02,11:30,14:28
240000K4710Z,K471,BXP,KMM,21:13,14:51,17:38
240000T28907,T289,BXP,NNZ,22:10,14:03,15:53
2400000G5505,G55,VNP,FZS,08:10,19:00,10:50
240000G32301,G323,VNP,XKS,10:10,19:33,09:23
240000G30300,G303,VNP,FZS,12:30,21:40,09:10
2400000Z590D,Z59,BXP,FZS,14:45,10:52,20:07
240000K47301,K473,BJP,KMM,16:10,04:09,35:59
2400000T470X,T47,BJP,QHX,18:57,06:16,11:19
24000000Z10A,Z1,BJP,HBB,21:09,07:26,10:17
2400000Z1509,Z15,BJP,HBB,21:15,07:13,09:58
2400000T170H,T17,BJP,MDB,21:24,08:44,11:20
240000G26310,G263,VNP,ENH,08:45,13:12,04:27
24000K10710H,K1071,BXP,AQH,11:53,02:49,14:56
24000K11090D,K1109,BXP,HKH,13:26,02:42,13:16
240000G26710,G267,VNP,ENH,14:41,19:32,04:51
240000G35100,G351,VNP,NYH,15:25,20:01,04:36
240000G26920,G269,VNP,ENH,17:38,22:03,04:25
240000G2710F,G271,VNP,HFH,18:39,23:03,04:24
240000Z22500,Z225,BJP,HFH,21:50,07:30,09:40
260000K22003,K217,HDP,BTC,00:35,10:16,09:41
1300000K5501,K55,DLT,BTC,02:55,10:01,07:06
16000014580M,1455,TLD,HHC,06:48,17:58,11:10
240000K61706,K617,BXP,NDC,10:35,18:45,08:10
2400000K431E,K43,BJP,LZJ,10:55,21:06,10:11
24000K117708,K1177,BJP,YIJ,13:36,21:36,08:00
240000Z17900,Z179,BJP,WMR,15:15,22:26,07:11
240000Z31501,Z315,BXP,HHC,15:33,21:47,06:14
24000K159506,K1595,VAP,WXC,19:29,06:43,11:14
240000K2630O,K263,BJP,BTC,19:51,05:12,09:21
240000K5730G,K573,BXP,DYC,20:35,06:13,09:38
630000K6000B,K597,GZQ,BTC,21:26,06:54,09:28
2400000K890H,K89,BXP,HHC,22:15,07:04,08:49
240000Z31702,Z317,BJP,BTC,22:49,04:58,06:09
25000011360F,1133,TJP,WXC,23:01,08:44,09:43
250000K88809,K885,TJP,XNO,23:41,08:10,08:29
050000K27600,K273,MLX,HHC,23:47,07:29,07:42
2400000G3109,G31,VNP,HGH,08:30,13:31,05:01
2400000G3903,G39,VNP,HGH,16:47,22:39,05:52
24000000Z90G,Z9,BJP,HZH,19:14,09:07,13:53
240000G17910,G179,VNP,QDK,09:27,11:33,02:06
240000G18306,G183,VNP,QDK,11:49,14:02,02:13
240000G18507,G185,VNP,QDK,12:42,14:39,01:57
240000G18708,G187,VNP,QDK,12:47,14:54,02:07
240000G18909,G189,VNP,QDK,13:18,15:22,02:04
240000G19108,G191,VNP,QDK,14:20,16:27,02:07
240000G19902,G199,VNP,QDK,17:25,19:32,02:07
240000G48102,G481,VNP,JGK,18:28,20:15,01:47
240000G20308,G203,VNP,NKH,19:00,20:39,01:39
240000G20701,G207,VNP,UUH,19:10,21:05,01:55
240000G48300,G483,VNP,JGK,19:52,21:44,01:52
240000G2050B,G205,VNP,NKH,20:00,21:32,01:32
240000D40109,D401,VNP,JGK,20:58,23:19,02:21
2400000Z2104,Z21,BXP,LSO,20:10,13:03,40:53
240000T17507,T175,BXP,XNO,13:12,07:46,18:34
2400000Z550F,Z55,BXP,LZJ,15:00,07:29,16:29
240000Z15103,Z151,BXP,XNO,15:57,10:57,19:00
2400000Z7502,Z75,BXP,LZJ,16:03,10:44,18:41
240000K62905,K629,BXP,LZJ,18:22,19:30,25:08
24000K145308,K1453,BXP,GZG,12:17,06:00,17:43
240000T1670R,T167,BXP,NCG,14:12,06:57,16:45
240000K57100,K571,BXP,XMS,16:50,10:35,17:45
2400000Z7102,Z71,BJP,SHS,18:54,08:33,13:39
240000Z1330C,Z133,BXP,JGG,19:24,07:18,11:54
2400000Z650B,Z65,BXP,NCG,19:48,07:30,11:42
240000Z10702,Z107,BXP,SZQ,19:55,07:53,11:58
2400000Z670D,Z67,BXP,NCG,20:01,07:52,11:51
240000K10513,K105,BXP,SZQ,23:21,15:40,16:19
2400000T650H,T65,BJP,NJH,21:35,08:14,10:39
01000K108406,K1081,HBB,YIJ,02:37,07:35,04:58
24000K774407,K7741,CDP,SJP,03:47,07:48,04:01
330000K21803,K219,BTC,HDP,04:40,07:55,03:15
25000K77280X,K7725,QTP,HDP,04:51,08:21,03:30
24000G673106,G6731,BXP,HPP,06:42,08:08,01:26
240000G50707,G507,BXP,HKN,06:53,08:13,01:20
240000K2690J,K269,BXP,LYF,07:00,10:03,03:03
240000G6510B,G651,BXP,EAY,07:00,08:19,01:19
24000K116308,K1163,BXP,CBF,07:08,10:17,03:09
240000G60305,G603,BXP,TNV,07:22,08:49,01:27
24000D20010G,D2001,BXP,ABV,07:52,09:31,01:39
240000G65307,G653,BXP,EAY,07:57,09:23,01:26
240000G67109,G671,BXP,BBY,08:15,09:41,01:26
2400000G9102,G91,BXP,TNV,08:40,09:47,01:07
240000G60505,G605,BXP,TNV,09:12,10:38,01:26
240000G55904,G559,BXP,ZAF,09:17,10:43,01:26
240000G5710A,G571,BXP,OYN,09:22,10:48,01:26
240000G5110B,G511,BXP,WHN,09:27,10:53,01:26
2400000Z6903,Z69,BXP,WMR,10:00,12:40,02:40
240000G65504,G655,BXP,EAY,10:05,11:31,01:26
240000K2790V,K279,BXP,SNN,10:06,13:09,03:03
24000G674108,G6741,BXP,HPP,10:10,11:36,01:26
240000G60707,G607,BXP,TNV,10:15,11:41,01:26
240000G60905,G609,BXP,AJV,10:33,11:59,01:26
24000G670107,G6701,BXP,SJP,10:50,12:09,01:19
240000G6570N,G657,BXP,EAY,11:02,12:21,01:19
240000G6110A,G611,BXP,TNV,11:14,12:42,01:28
240000G61305,G613,BXP,TNV,11:33,12:52,01:19
240000G42902,G429,BXP,EGF,11:53,13:19,01:26
240000G65905,G659,BXP,EAY,12:07,13:27,01:20
24000K11150C,K1115,BXP,BTC,12:18,16:30,04:12
240000G5170C,G517,BXP,WHN,12:19,13:46,01:27
240000K18310,K183,BXP,NFF,12:32,16:43,04:11
24000G670304,G6703,BXP,SJP,12:43,14:15,01:32
240000K26717,K267,BJP,HHQ,13:16,16:36,03:20
24000D200307,D2003,BXP,ABV,13:18,15:16,01:58
2400000G8905,G89,BXP,ZAF,13:30,14:37,01:07
240000G61503,G615,BXP,TNV,14:10,15:30,01:20
2400000T410K,T41,BXP,XAY,14:22,17:14,02:52
24000G673307,G6733,BXP,HPP,14:25,15:44,01:19
240000G67304,G673,BXP,BBY,14:43,16:02,01:19
240000G66107,G661,BXP,EAY,14:48,16:21,01:33
24000D203106,D2031,BXP,WHN,14:59,16:51,01:52
240000G61701,G617,BXP,TNV,15:06,16:32,01:26
2500000T5803,T55,TJP,BJY,15:18,17:55,02:37
240000G52104,G521,BXP,HKN,15:24,16:43,01:19
24000D200509,D2005,BXP,LXV,15:29,17:17,01:48
240000G66306,G663,BXP,EAY,15:45,17:11,01:26
240000G66509,G665,BXP,EAY,16:00,17:28,01:28
25000D660803,D6605,QTP,SJP,16:11,18:54,02:43
240000G5730I,G573,BXP,WHN,16:18,17:37,01:19
240000G58501,G585,BXP,WHN,16:23,17:55,01:32
240000G52306,G523,BXP,WHN,16:30,17:49,01:19
24000G674307,G6743,BXP,HPP,16:35,18:01,01:26
25000T56840N,T5681,QTP,SJP,16:38,19:48,03:10
2400000T4906,T49,BXP,ESN,16:46,19:23,02:37
240000G6670F,G667,BXP,EAY,16:50,18:12,01:22
240000G61901,G619,BXP,TNV,16:57,18:17,01:20
25000K77160D,K7713,QTP,SJP,17:01,21:06,04:05
240000G5610B,G561,BXP,ZZF,17:03,18:38,01:35
24000K770701,K7707,BJP,SJP,17:11,21:29,04:18
240000G52505,G525,BXP,HKN,17:14,18:33,01:19
240000K2610V,K261,BXP,HOY,17:18,20:57,03:39
24000G671503,G6715,BXP,SJP,17:19,18:45,01:26
240000G56306,G563,BXP,ZAF,17:32,18:51,01:19
240000G66905,G669,BXP,EAY,17:37,18:56,01:19
24000000Z30C,Z3,BXP,HAN,17:43,20:05,02:22
240000G62102,G621,BXP,TNV,18:02,19:21,01:19
240000G62303,G623,BXP,TNV,18:07,19:33,01:26
240000G5270A,G527,BXP,WHN,18:12,19:39,01:27
240000Y51405,Y511,CDP,HDP,18:19,21:52,03:33
240000G56509,G565,BXP,ZAF,18:24,19:57,01:33
24000G67110C,G6711,BXP,SJP,18:36,20:02,01:26
24000G670503,G6705,BXP,SJP,18:42,20:16,01:34
240000T2310O,T231,BXP,XAY,18:50,21:36,02:46
240000G62503,G625,BXP,TNV,19:04,20:21,01:17
240000G56706,G567,BXP,ZAF,19:15,20:35,01:20
24000G67070A,G6707,BXP,SJP,19:22,21:02,01:40
240000K4010M,K401,BXP,ZKN,19:40,23:35,03:55
2400000Z4300,Z43,BXP,XAY,19:58,22:33,02:35
240000Z27704,Z277,BXP,YIJ,20:04,22:44,02:40
240000G62704,G627,BXP,TNV,20:05,21:12,01:07
25000D660401,D6601,QTP,SJP,20:18,22:42,02:24
24000G67350D,G6735,BXP,HPP,20:47,22:13,01:26
24000G674504,G6745,BXP,SJP,21:06,22:26,01:20
24000D672103,D6721,BXP,SJP,21:11,22:39,01:28
24000G67130C,G6713,BXP,SJP,21:44,22:56,01:12
24000G670908,G6709,BXP,SJP,22:06,23:18,01:12
240000K1790K,K179,BXP,ZZF,22:32,01:31,02:59
240000K60906,K609,BJP,HCY,23:53,05:22,05:29
3300000K5601,K57,BTC,DLT,04:46,13:34,08:48
270000K96201,K959,LFV,SYT,04:57,15:00,10:03
24000000D50I,D5,BJP,SBT,07:03,11:53,04:50
2400000D150U,D15,BJP,SYT,07:31,12:37,05:06
2400000D170D,D17,BJP,SBT,09:15,14:14,04:59
240000K4290J,K429,BJP,THL,11:27,21:09,09:42
24000022510N,2251,BJP,DUT,12:20,05:55,17:35
2400000D110J,D11,BJP,SBT,12:40,17:40,05:00
24000000D90A,D9,BJP,SBT,13:21,18:15,04:54
6500000Z1400,Z11,GGQ,SBT,15:21,22:04,06:43
2400000D510N,D51,BJP,SBT,17:13,23:16,06:03
24000000D70E,D7,BJP,SBT,17:45,23:03,05:18
24000000D10P,D1,BJP,SYT,18:08,23:20,05:12
24000000D30J,D3,BJP,SBT,18:19,23:33,05:14
2400000D130K,D13,BJP,SYT,18:51,23:59,05:08
2400000K530F,K53,BJP,SBT,22:24,07:25,09:01
2400000K9502,K95,BJP,FET,23:03,08:39,09:36
120000K96001,K961,SYT,LFV,02:49,13:37,10:48
240000K6030I,K603,BJP,YNV,17:17,03:35,10:18
240000K6010E,K601,BJP,TYV,22:17,08:22,10:05
240000G55502,G555,BXP,HAN,12:51,17:34,04:43
240000G5190I,G519,BXP,WHN,14:05,19:28,05:23
2400000Z3707,Z37,BXP,WCN,20:47,07:06,10:19
2400000G8704,G87,BXP,EAY,14:00,18:25,04:25
2400000Z190G,Z19,BXP,XAY,20:41,08:15,11:34
24000014870N,1487,BXP,ZZF,11:05,21:31,10:26
240000G56905,G569,BXP,ZZF,20:00,23:01,03:01
24000013030J,1303,BXP,ZZF,22:45,09:21,10:36
240000254915,2549,BJP,AST,22:45,07:19,08:34
330000K27407,K275,HHC,MLX,07:39,01:24,17:45
240000K4970A,K497,BJP,JGX,13:37,04:50,15:13
24000K11890E,K1189,BJP,WWT,16:03,09:12,17:09
24000064370F,6437,BXP,DFP,17:45,21:07,03:22
240000K1470A,K147,BXP,FYH,09:43,18:52,09:09
26000K770405,K7705,VVP,CDP,03:13,08:38,05:25
24000K771109,K7711,BJP,CDP,07:56,12:31,04:35
260000Y51204,Y513,HDP,CDP,13:04,18:31,05:27
24000K771705,K7717,BJP,CDP,14:03,19:13,05:10
24000021010E,2101,VAP,FXD,15:03,21:02,05:59
26000K77420B,K7742,SJP,CDP,23:51,06:30,06:39
24000026210B,2621,VAP,CFD,10:22,19:25,09:03
24000K476900,K4769,VAP,CFD,11:10,22:31,11:21
24000018010C,1801,VAP,QHX,13:47,22:58,09:11
24000K101505,K1015,VAP,TLD,18:18,03:51,09:33
33000014560I,1457,HHC,TLD,20:21,05:33,09:12
24000025590E,2559,VAP,CFD,20:49,06:52,10:03
240000447100,4471,VAP,UHP,09:12,10:31,01:19
2400000D450A,D45,BJP,DFT,07:37,14:00,06:23
2400000D410D,D41,BJP,DFT,09:52,16:09,06:17
2400000D330F,D33,BJP,DLT,14:47,21:00,06:13
